"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"M&amp;M","EQ","25-Apr-2019","        668.15","        671.80","        673.00","        664.00","        665.00","        665.15","        665.64","    3169504","          2109735260.95","      94312","    2106803","         66.47"
"M&amp;M","EQ","26-Apr-2019","        665.15","        666.60","        668.40","        651.50","        658.40","        659.45","        660.65","    3632433","          2399750707.30","      93699","    2302967","         63.40"
"M&amp;M","EQ","30-Apr-2019","        659.45","        659.70","        662.20","        640.00","        646.00","        645.30","        647.06","    5042085","          3262508295.35","     113311","    3772373","         74.82"
"M&amp;M","EQ","02-May-2019","        645.30","        646.00","        660.70","        635.20","        645.05","        645.90","        648.00","    3007579","          1948923880.95","      64274","    1487887","         49.47"
"M&amp;M","EQ","03-May-2019","        645.90","        645.05","        652.50","        642.85","        645.00","        645.80","        645.86","    2330580","          1505232409.55","      85881","    1474170","         63.25"
"M&amp;M","EQ","06-May-2019","        645.80","        640.00","        645.00","        635.10","        638.00","        638.50","        639.27","    1498420","           957893988.95","      48879","     840152","         56.07"
"M&amp;M","EQ","07-May-2019","        638.50","        641.75","        642.90","        634.20","        635.55","        636.00","        637.64","    3160875","          2015495799.75","      72445","    2366596","         74.87"
"M&amp;M","EQ","08-May-2019","        636.00","        635.55","        637.00","        619.00","        624.60","        621.65","        631.73","    3853705","          2434492250.95","      51461","    3092701","         80.25"
"M&amp;M","EQ","09-May-2019","        621.65","        620.90","        627.95","        616.10","        625.80","        625.45","        621.74","    1366143","           849379616.50","      52412","     538598","         39.42"
"M&amp;M","EQ","10-May-2019","        625.45","        626.25","        631.85","        619.00","        625.85","        628.75","        624.59","    2093110","          1307326445.60","      55778","    1074491","         51.33"
"M&amp;M","EQ","13-May-2019","        628.75","        628.70","        628.70","        615.00","        616.90","        617.60","        621.36","    1463136","           909129582.90","      43320","     896064","         61.24"
